Date,Temperature (¡æ),Humidity (%),Rainfall (mm),Wind Speed (km/h),Soil Type,Soil Moisture (%)
2022/1/14,17.66,88.2,12.36,5.08,Sandy,32.19
2022/1/15,22.03,57.53,9.56,11.12,Clay,38.22
2022/1/16,28.11,77.47,5.96,18.63,Sandy,39.96
2022/1/17,25.66,42.79,8.12,4.99,Clay,37.35
2022/1/18,34.8,55.75,19.36,3.14,Loam,31.57
2022/1/19,15.1,62.07,19.42,5,Loam,30.41
2022/1/20,31.44,61.83,17.05,10.68,Loam,42.11
2022/1/21,34.53,43.39,11.15,11.02,Loam,34.74
2022/1/22,26.03,33.76,5.58,8.57,Sandy,25.3
2022/1/23,28.49,65.41,5.63,14.9,Clay,26.18
2022/1/24,30.31,40.01,19.65,6.15,Sandy,43.92
2022/1/25,18.38,49.4,12.6,3.78,Loam,28.17
2022/1/26,17.08,33.42,6.05,15.85,Sandy,41.91
2022/1/27,17.47,57.37,3.53,14.32,Clay,26.72
2022/1/28,15.28,49.11,4.09,10.06,Sandy,31.66
2022/1/29,26.1,51.34,2.35,7.04,Loam,42.75
2022/1/30,30.35,36.25,2.15,14.69,Sandy,29.98
2022/1/31,34.36,64.55,1.61,19.31,Loam,40.63
2022/2/1,25.67,62.35,4.58,15.5,Loam,34.84
2022/2/2,28.41,44.33,4.22,8.3,Sandy,41.51
2022/2/3,31.61,72.06,16.19,11.37,Sandy,28.13
2022/2/4,34.7,54,3.6,19.61,Loam,36.73
2022/2/5,24.81,38.24,2.63,13.39,Sandy,40.51
2022/2/6,15.59,67.42,10.02,6.28,Clay,44.94
2022/2/7,31.33,79.3,4.74,3.96,Loam,43.54
2022/2/8,20.52,73.83,2.85,16.24,Clay,33.64
2022/2/9,17.44,72.1,8.07,6.6,Loam,40.55
2022/2/10,16.11,49.91,5.17,15.14,Sandy,31.75
2022/2/11,21.04,54.55,11.93,19.19,Clay,27.54
2022/2/12,34.64,38.84,5.08,11.83,Loam,26.17
2022/2/13,23.37,32.82,16.46,8.37,Sandy,42.65
2022/2/14,19.33,74.11,7.89,3.5,Sandy,25.11
2022/2/15,29.23,46.67,6.88,10.29,Sandy,30.34
2022/2/16,28.94,63.49,6.06,12.89,Loam,27.56
2022/2/17,24.17,72.35,17.5,10.14,Sandy,25.14
2022/2/18,15.45,43.78,4.59,4.88,Sandy,29.28
2022/2/19,24.67,81.2,18.89,4.46,Loam,38.91
2022/2/20,19.04,80.57,10.26,18.74,Clay,31.55
2022/2/21,33.14,35.04,15.58,3.62,Clay,34.07
2022/2/22,27.96,79.91,14.52,4.56,Sandy,36.87
2022/2/23,23,60.05,12.81,17.98,Clay,37.84
2022/2/24,24.36,35.41,5.51,16.56,Clay,26
2022/2/25,22.13,48.19,2.61,8.7,Clay,39.61
2022/2/26,24.57,54.64,11.78,18.23,Loam,38.08
2022/2/27,29.05,61.72,12.95,4.34,Clay,43.06
2022/2/28,16.26,42.38,3.1,9.78,Sandy,32.02
2022/3/1,15.21,88.43,2.5,12.07,Loam,32.81
2022/3/2,30.5,44.58,10.04,9.04,Clay,41.84
2022/3/3,25.41,41.59,11.58,11.64,Sandy,26
2022/3/4,20.64,85.4,19.01,4.32,Clay,27.43
2022/3/5,18.37,49.03,0.23,9.87,Sandy,35.2
2022/3/6,29.11,36.55,3.99,15.84,Sandy,32.1
2022/3/7,24.78,61.97,3.91,4.07,Sandy,39.09
2022/3/8,32.41,31.07,14.45,18.01,Clay,43.14
2022/3/9,17.79,60.16,10.49,16.74,Loam,30.22
2022/3/10,26.62,50.89,10.08,16.03,Clay,35.5
2022/3/11,27.27,52.2,19.62,3.13,Clay,42.15
2022/3/12,27.06,76.66,11.08,18.23,Loam,25.86
2022/3/13,31.12,57.35,12.03,17.37,Loam,42.39
2022/3/14,16.94,39.15,12.31,6.55,Loam,34.07
2022/3/15,18.02,82.46,11.83,16.58,Sandy,36.04
2022/3/16,26.51,80.25,2.84,3.33,Sandy,30.95
2022/3/17,16.4,37.16,6.92,6.34,Sandy,33.66
2022/3/18,15.54,36.34,2.27,10.28,Sandy,39.06
2022/3/19,16.43,56,12.41,12.79,Clay,40.62
2022/3/20,31.4,45.17,16.57,16.45,Clay,37.44
2022/3/21,29.51,58.86,8.16,6,Clay,25.56
2022/3/22,27.73,30.16,11.72,18.5,Loam,35.12
2022/3/23,28.92,48.59,2.77,5.28,Clay,30.74
2022/3/24,17.16,58.08,2.69,6.76,Sandy,33.48
2022/3/25,22.26,77.62,17.18,19.29,Loam,43.35
2022/3/26,29.43,88.51,10.04,9.36,Loam,30.78
2022/3/27,21.13,36.69,5.1,15.2,Loam,40.59
2022/3/28,29.37,64.8,19.38,18.89,Loam,28.52
2022/3/29,15.66,60.65,4.45,4.89,Loam,29.54
2022/3/30,34.84,62.63,13.81,10.28,Loam,37.54
2022/3/31,23.35,71.11,12.59,4.37,Loam,26.5
2022/4/1,28.67,31.71,11.16,7.09,Loam,29.52
2022/4/2,16.71,55.91,19.34,17.49,Clay,43.87
2022/4/3,23.98,55.37,18.06,9.66,Clay,31.52
2022/4/4,34.97,72.48,10.88,3.55,Sandy,34.7
2022/4/5,33.44,30.99,14.27,11.66,Sandy,40.26
2022/4/6,18.14,82.51,10.65,13.75,Loam,35.28
2022/4/7,23.77,78.11,10.38,14.65,Clay,30.62
2022/4/8,21.78,84.51,10.53,18.54,Clay,28.68
2022/4/9,34.29,33.64,19.26,18.13,Sandy,30.21
2022/4/10,30.35,38.54,6.68,17.13,Sandy,30.05
2022/4/11,21.47,72.21,3.98,10.64,Sandy,38.78
2022/4/12,33.86,39.64,1.5,17,Loam,33.53
2022/4/13,34.41,83.71,8.41,15.6,Sandy,33.66
2022/4/14,30.57,75.87,17.95,14.51,Loam,43.87
2022/4/15,21.45,78.76,3.87,10.11,Clay,39.86
2022/4/16,23.04,64.67,19.56,11.87,Loam,34.23
2022/4/17,31.61,58.66,14.62,10.07,Loam,29.78
2022/4/18,20.23,64.5,2.75,16.38,Sandy,25.04
2022/4/19,29.51,31.91,14.04,5.91,Clay,32.58
2022/4/20,15.31,44.13,10.45,9.78,Clay,26.86
2022/4/21,29.45,45.83,8.08,9.79,Sandy,41.51
2022/4/22,20.25,40.05,15.36,4.39,Sandy,32.27
2022/4/23,19.52,61.2,11.65,6.79,Loam,42.7
2022/4/24,24.89,51.44,5.82,5.73,Sandy,39.08
2022/4/25,16.28,86.19,11.2,18.97,Clay,39.03
2022/4/26,24.98,55.4,3.29,15.07,Loam,25.32
2022/4/27,15.82,73.43,3.48,3.61,Clay,28.37
2022/4/28,22.42,87.83,12.75,19.36,Clay,27.55
2022/4/29,25.09,67.86,16.19,19.95,Sandy,31.4
2022/4/30,33.52,72.73,12.34,11.43,Clay,42.05
2022/5/1,24.02,56.94,2.59,4.9,Loam,43.04
2022/5/2,15.37,38.07,0.19,5.52,Loam,35.27
2022/5/3,15.12,40.45,19.96,7.8,Loam,29.28
2022/5/4,18.83,83.26,3.79,16.79,Sandy,42.77
2022/5/5,27.22,57.92,16.99,19.15,Clay,42.89
2022/5/6,28.88,48.61,18.28,18.24,Clay,37.77
2022/5/7,33.75,50.36,6.39,17.14,Loam,34.68
2022/5/8,27.96,63.55,19.75,3.33,Clay,37.62
2022/5/9,22.01,89.79,0.92,10.46,Sandy,32.89
2022/5/10,21.05,54.42,0.88,11.07,Loam,27.13
2022/5/11,28.83,59.61,2.81,7.48,Loam,42.05
2022/5/12,29.9,66.46,11.41,8.5,Loam,30.7
2022/5/13,23.39,40.57,15.62,15.22,Loam,38.06
2022/5/14,29.04,81.45,8.71,4.12,Clay,29.12
2022/5/15,19.49,50.84,18.85,16.54,Clay,28.53
2022/5/16,29.19,63.65,17.47,6.15,Sandy,43.72
2022/5/17,29.92,38.17,13.09,18.36,Loam,39.2
2022/5/18,28.56,47.53,7.5,14.48,Clay,38.1
2022/5/19,19.3,61.09,6.57,6.3,Sandy,43.94
2022/5/20,25.82,34.76,13.91,14.85,Loam,25.27
2022/5/21,27.75,78.48,6.1,6.07,Sandy,37.22
2022/5/22,15.55,68.01,2.62,3.61,Sandy,26.93
2022/5/23,22.67,86.11,0.86,11.86,Loam,28.7
2022/5/24,20.96,71.15,4.39,5.28,Clay,44.2
2022/5/25,16.42,86.55,8.78,12.43,Sandy,35.75
2022/5/26,27.79,64.18,15.53,13.69,Loam,42.32
2022/5/27,21.63,57.58,8.38,14.63,Loam,33.22
2022/5/28,18.13,81.39,19.07,19.22,Sandy,41.17
2022/5/29,34.56,75.9,17.15,17.61,Sandy,40.05
2022/5/30,20,78.53,1.79,10.56,Clay,26.96
2022/5/31,15.75,43.99,13.43,9.4,Clay,36.09
2022/6/1,34.96,33.81,13.84,16.38,Sandy,35.06
2022/6/2,20.45,66.4,18.13,16.86,Loam,38.02
2022/6/3,18.19,73.06,12.84,12.05,Loam,27.49
2022/6/4,23.93,66.02,12.58,6.98,Clay,38.97
2022/6/5,26.97,74.36,13.56,11.02,Sandy,29.32
2022/6/6,23.78,43.27,16.08,17.2,Clay,36.02
2022/6/7,15.84,37.7,10.62,3.06,Clay,28.91
2022/6/8,31.75,69.86,6.11,16.61,Loam,28.79
2022/6/9,15.19,44.55,12.42,8.69,Loam,27.27
2022/6/10,34.09,76.51,5.7,8.42,Sandy,40.82
2022/6/11,20.07,33.62,2.43,7.22,Sandy,44.86
2022/6/12,34.19,61.25,14.52,11.38,Clay,39.07
2022/6/13,28.13,80.25,3.48,15.55,Clay,42.86
2022/6/14,34.32,76.33,19.27,12.24,Clay,33.72
2022/6/15,32.61,61.6,11.07,4.48,Loam,28.8
2022/6/16,22.72,68.52,19.23,15.9,Loam,39.02
2022/6/17,18.48,55.92,13.74,7.15,Clay,27.78
2022/6/18,34.7,32.35,8.08,19.41,Sandy,31.91
2022/6/19,29.41,63.42,9.6,3.1,Loam,35.03
2022/6/20,30.53,35.21,8.41,17.35,Loam,35.41
2022/6/21,32.33,68.72,8.03,10.95,Sandy,25.35
2022/6/22,16.44,87.44,10.5,3.4,Clay,43.94
2022/6/23,26.91,89.27,6.17,4.87,Clay,26.57
2022/6/24,24.73,87.37,13.94,6.98,Sandy,32.91
2022/6/25,28.32,40.18,19.22,12.92,Sandy,27.84
2022/6/26,28.59,59.32,4.47,8.97,Clay,30.1
2022/6/27,26.21,81.31,7.09,15.68,Sandy,40.79
2022/6/28,19.88,74.12,17.33,14.24,Loam,43.59
2022/6/29,32.33,82.22,5.33,19.45,Loam,34.33
2022/6/30,33.42,51.19,6.41,13.06,Loam,31.17
2022/7/1,27.49,40.51,18.87,15.16,Clay,39.11
2022/7/2,24.37,39.25,11.72,9.03,Clay,40.24
2022/7/3,30.42,42.21,3.41,9.16,Sandy,43.27
2022/7/4,25.98,48.92,1.97,19.98,Sandy,33.06
2022/7/5,31.31,37.94,14.33,13.99,Loam,43.45
2022/7/6,26.96,75.27,16.57,10.25,Sandy,29.2
2022/7/7,18.57,74.88,10.05,4.18,Clay,37.12
2022/7/8,34.26,61.81,10.87,11.79,Loam,40.38
2022/7/9,32.07,74.28,10.51,8.78,Loam,25.36
2022/7/10,27.6,54.35,6.79,5.27,Loam,42.33
2022/7/11,28.89,59.22,7.93,13.5,Loam,31.36
2022/7/12,29.3,73.45,10.4,3.65,Clay,37.78
2022/7/13,20.61,70.47,8.54,17.8,Loam,41.61
2022/7/14,19.56,43.34,8.62,3.41,Loam,34.94
2022/7/15,22.06,89.69,13.26,17.28,Sandy,37.23
2022/7/16,21.1,38.71,16.56,9.03,Loam,40.33
2022/7/17,28.87,64.21,1.44,8.92,Sandy,25.68
2022/7/18,16.45,74.39,16.86,16.72,Sandy,25.31
2022/7/19,23.17,42.46,5.99,6.38,Loam,39.41
2022/7/20,17.72,47.13,11.65,17,Loam,40.81
2022/7/21,20.91,34.68,1.58,7.17,Loam,31.7
2022/7/22,24.03,39.1,8.67,4.49,Sandy,36.22
2022/7/23,16.85,77.38,11.29,14.74,Sandy,27.33
2022/7/24,23.07,62.02,18.84,13.55,Sandy,25.77
2022/7/25,26.9,84.01,9.98,16.16,Sandy,34.94
2022/7/26,28.89,40.02,8.61,10.96,Loam,32.96
2022/7/27,32.78,81.09,0.89,16.66,Sandy,42.12
2022/7/28,34.75,69.89,7.99,5.03,Loam,27.07
2022/7/29,25.27,65.83,18.99,9.58,Loam,33.68
2022/7/30,26.09,45.28,14.57,6.54,Clay,39.09
2022/7/31,33.33,37.73,13.22,5.07,Loam,33.67
2022/8/1,16.69,74.61,15.03,3.22,Sandy,42.27
2022/8/2,21.09,82.14,19.01,16.92,Sandy,44.21
2022/8/3,15.45,88.39,5.46,15.32,Clay,29.85
2022/8/4,16.89,82.46,11.02,3.76,Clay,32.2
2022/8/5,29.08,81.92,7.54,5.37,Loam,36.69
2022/8/6,33.79,65.14,0.14,10.8,Loam,28.3
2022/8/7,33.66,60.98,3.13,3.31,Clay,42.04
2022/8/8,21.83,39.92,16.24,6.6,Sandy,39.1
2022/8/9,18.71,85.48,2.97,10.09,Clay,34.81
2022/8/10,29.59,49.43,0.1,15.58,Loam,33.74
2022/8/11,27.03,68.66,16.01,7.55,Loam,33.43
2022/8/12,30.27,60.2,2.72,12.95,Loam,43.59
2022/8/13,19.9,74.43,17.06,15.99,Clay,39.58
2022/8/14,23.42,84.49,7.58,7.42,Loam,30.66
2022/8/15,30.08,72.71,15.84,11.87,Loam,38.56
2022/8/16,26.99,81.21,10.36,16.18,Loam,25.33
2022/8/17,15.13,51.08,7.86,3.99,Clay,38.33
2022/8/18,19.76,30.38,14.91,9.62,Loam,27.09
2022/8/19,22.85,89.23,19.23,12.26,Loam,39.15
2022/8/20,22.77,56.01,6.92,12.38,Clay,32.96
2022/8/21,28.72,79.67,13.77,12.44,Clay,28.74
2022/8/22,33.41,89.86,8.91,15.69,Loam,27.07
2022/8/23,30.91,67.05,19.31,17.53,Loam,35.77
2022/8/24,26.9,53.64,2.17,6.53,Sandy,34.79
2022/8/25,15.85,68.97,15.19,17.77,Sandy,37.89
2022/8/26,29.51,31.12,15.2,16.82,Clay,37.81
2022/8/27,19.52,38.94,5.11,9.77,Loam,27.1
2022/8/28,28.19,51.77,10.24,12.28,Sandy,28.84
2022/8/29,17.42,82.8,10.53,11.4,Sandy,33.78
2022/8/30,25.91,55.78,8.16,18.25,Loam,40.84
2022/8/31,29.08,84.29,14.63,9.38,Sandy,32.2
2022/9/1,33.57,61.54,6.19,10.54,Loam,28.27
2022/9/2,24.99,86.65,8.13,4.82,Sandy,25.53
2022/9/3,26.68,47.27,10.91,11.07,Loam,31.41
2022/9/4,24.09,75.71,8.69,13.08,Sandy,25.73
2022/9/5,25.35,75.42,13.04,10.57,Loam,37.02
2022/9/6,31.74,39.56,14.54,9.29,Clay,36.83
2022/9/7,16.88,35.23,18.93,10.69,Sandy,28.09
2022/9/8,18.57,58.06,0.94,17.17,Sandy,44.17
2022/9/9,16.44,75.27,15.03,17.26,Clay,31.8
2022/9/10,18.43,64.28,11.83,11.38,Loam,38.05
2022/9/11,30.53,36.66,18.01,14.13,Sandy,43.78
2022/9/12,27.57,76.09,8.13,16.54,Sandy,33.74
2022/9/13,25.41,55.6,17.73,19.13,Loam,36.54
2022/9/14,27.31,40.43,1.85,16.76,Clay,41.5
2022/9/15,32.43,36.14,16.91,17.27,Sandy,44.27
2022/9/16,33.88,34.79,19.92,13.83,Clay,32.94
2022/9/17,26.57,30.66,12.99,10.11,Loam,33.97
2022/9/18,28.83,83.58,10.52,14.97,Loam,43.1
2022/9/19,20.74,84.96,8.18,15.53,Sandy,42.5
2022/9/20,23.94,61.01,19.09,5.59,Clay,41.87
2022/9/21,16.24,69.94,16.19,15.95,Loam,33.84
2022/9/22,17.79,76.45,14.7,13.4,Loam,28.98
2022/9/23,26.07,63.62,5.58,11.92,Sandy,29.06
2022/9/24,25.48,47.95,19.4,9.33,Sandy,33.79
2022/9/25,26.06,82.81,1.94,3.22,Sandy,29.64
2022/9/26,25.58,41.91,6.05,9.52,Clay,31.75
2022/9/27,27.5,30.29,12.36,17.64,Sandy,27.5
2022/9/28,15.07,54.24,14.9,7.83,Sandy,29.95
2022/9/29,17.43,44.71,2.33,13.5,Clay,40.1
2022/9/30,32.64,35.12,10.03,15.74,Loam,35.2
2022/10/1,33.26,84.53,10.73,4.62,Clay,39.88
2022/10/2,32.32,35.59,5.9,11.13,Sandy,42.81
2022/10/3,33.73,78.23,6.23,5.63,Clay,28.91
2022/10/4,30.06,64.46,3.31,9.85,Clay,39.88
2022/10/5,26.53,32.95,13.24,10.84,Sandy,30.54
2022/10/6,24.09,79.03,0.07,4.33,Sandy,37.43
2022/10/7,25.79,78.63,7.69,7.58,Loam,43.39
2022/10/8,30.41,52.04,11.26,6.81,Loam,27.51
2022/10/9,26.3,43.77,7.34,11.28,Sandy,27.05
2022/10/10,18.85,63.42,10.45,11.62,Loam,38.2
2022/10/11,19.46,86.99,15.74,7.43,Loam,27.17
2022/10/12,23.27,76.43,16.91,11.04,Loam,25.22
2022/10/13,23.83,74.63,0.59,5.25,Loam,39.9
2022/10/14,31.81,66.47,7.3,12.15,Sandy,42.71
2022/10/15,34.14,37.4,14.54,11.15,Loam,32.74
2022/10/16,30.76,47.95,0.98,7.16,Loam,44.15
2022/10/17,24.11,82.02,11.97,18.23,Clay,33.18
2022/10/18,19.45,39.63,11.27,19.18,Clay,26.8
2022/10/19,30.65,73.13,14.3,14.7,Sandy,43.12
2022/10/20,24.59,67.87,14.24,8.32,Loam,27.39
2022/10/21,19.02,38.95,17.75,11.36,Clay,31.61
2022/10/22,30.71,46.7,13.24,18.89,Loam,42.36
2022/10/23,33.86,58.27,5.39,5.31,Loam,39.6
2022/10/24,33.62,76.48,4.18,4.05,Loam,39.89
2022/10/25,24.57,87.82,0.39,7.37,Loam,25.76
2022/10/26,30.35,32.48,2.42,5.4,Loam,39.61
2022/10/27,24.82,84.86,15.02,14.75,Clay,42.18
2022/10/28,24.45,69.18,10.8,13.57,Clay,43.45
2022/10/29,29.86,51.82,0.48,11.97,Sandy,44.03
2022/10/30,30.96,44.92,11.85,10.48,Sandy,32.28
2022/10/31,32.56,57.72,6.21,7.86,Sandy,27.95
2022/11/1,23.83,72.07,0.55,11.19,Sandy,25.03
2022/11/2,29.75,33.89,17.38,16.16,Loam,33.16
2022/11/3,24.64,88.83,15.94,5.94,Clay,32.68
2022/11/4,20.72,79.22,8.97,3.6,Clay,25.03
2022/11/5,21.04,50.48,11.1,12.54,Loam,31.89
2022/11/6,28.23,50.97,0.41,9.23,Sandy,38.4
2022/11/7,27.27,76.5,8.68,10,Loam,29.74
2022/11/8,28.89,48.42,8.14,8.36,Sandy,31.02
2022/11/9,21.7,84.82,0.59,16.35,Sandy,33.04
2022/11/10,27.61,70.45,11.54,15.06,Sandy,38.91
2022/11/11,26.39,57.14,18.63,7.31,Sandy,33.6
2022/11/12,16.13,44.79,1.97,3.55,Sandy,32.76
2022/11/13,32.7,40.94,4.97,9.84,Clay,28.57
2022/11/14,23.11,38.18,18.76,12.35,Sandy,34.06
2022/11/15,15.6,62.97,2.81,3.03,Sandy,38.29
2022/11/16,31.35,53.78,1.11,19.8,Clay,39.88
2022/11/17,33.83,69.37,1.67,16.03,Clay,43.79
2022/11/18,17.07,41.88,10.03,19.71,Sandy,35.34
2022/11/19,34.11,39.16,5.02,16.94,Sandy,35.62
2022/11/20,15.36,79.48,17.45,3.36,Sandy,35.02
2022/11/21,19.93,63.78,1.03,3.27,Clay,31.22
2022/11/22,25.88,52.6,8.82,5.6,Sandy,41.51
2022/11/23,18.29,75.08,8.31,12.21,Sandy,25.28
2022/11/24,27.65,37.87,9.46,7.49,Sandy,26.05
2022/11/25,28.56,80.13,5.46,14.21,Sandy,27.91
2022/11/26,21.74,88.11,15.69,15.35,Sandy,29.54
2022/11/27,32.69,79.94,13.37,4.03,Loam,36.98
2022/11/28,29.72,63.1,7.08,7.41,Sandy,44.3
2022/11/29,16.48,54.02,11.33,11.62,Loam,26.32
2022/11/30,17.92,35.17,1.51,16.97,Sandy,31.67
2022/12/1,31.19,44.86,17.4,9.89,Sandy,25.1
2022/12/2,25.99,52.01,10.06,11.61,Loam,32.71
2022/12/3,23.55,39.6,2.75,6.37,Clay,33.91
2022/12/4,15.26,62.57,11.45,17.31,Loam,29.02
2022/12/5,34.76,58.5,15.15,7,Loam,40.05
2022/12/6,34.09,31.09,2,8.55,Clay,42.61
2022/12/7,15.18,32.5,15.47,15.07,Clay,30.96
2022/12/8,33.42,57.22,13.73,11.09,Clay,43.68
2022/12/9,15.69,61.91,15.11,14.93,Clay,31.83
2022/12/10,27.7,87.91,13.6,19.05,Sandy,40.44
2022/12/11,17.33,89.41,12.3,17.17,Clay,28.99
2022/12/12,24.35,67.55,12.79,7.08,Loam,42.37
2022/12/13,27.14,52.13,7.94,19.45,Sandy,27.02
2022/12/14,28.91,68.65,0.77,12.95,Clay,26.46
2022/12/15,21.01,39.84,9.54,7.74,Clay,35.55
2022/12/16,25.33,65.79,10.25,16.15,Clay,28.14
2022/12/17,24.45,41.45,1.24,10.66,Clay,31.28
2022/12/18,27.36,74.04,12.34,4.28,Loam,40.28
2022/12/19,20.72,71.91,1.14,8.05,Clay,31.07
2022/12/20,28.23,77.75,9.17,4.32,Loam,28.59
2022/12/21,33.99,54.75,13.04,3.37,Loam,41.78
2022/12/22,32.21,80.18,13.13,5.77,Loam,31.99
2022/12/23,24.71,73.65,13.93,7.52,Sandy,26.09
2022/12/24,25.54,85.62,10.5,14.92,Loam,27.23
2022/12/25,21.42,81.31,1.11,18.3,Sandy,39.79
2022/12/26,21.27,53.49,19.23,16.01,Sandy,31.16
2022/12/27,34.08,51.67,8.02,9.5,Clay,37.76
2022/12/28,17.76,74.81,4.71,9.01,Loam,44.65
2022/12/29,28.58,33.21,0.7,4.57,Loam,40.17
2022/12/30,15.79,80.82,5.23,7.97,Loam,43.58
2022/12/31,27.33,72.74,14.33,8.75,Clay,41.86
2023/1/1,26.56,49.59,6.18,9.51,Sandy,31.76
2023/1/2,33.05,81.35,14.34,8.07,Clay,42.76
2023/1/3,18.93,59.35,1.19,15.89,Loam,26.5
2023/1/4,16.92,73.48,6.64,8.51,Clay,42.98
2023/1/5,21.32,35.67,0.2,18.4,Loam,32.19
2023/1/6,17.55,31.22,2.54,18.26,Sandy,34.97
2023/1/7,26.52,41.27,1.26,17.45,Loam,25.5
2023/1/8,21.96,69.61,6.33,17.97,Sandy,41.22
2023/1/9,23.61,40.46,16.75,10.31,Sandy,39.11
2023/1/10,22.35,65.53,15.27,19.19,Loam,26.13
2023/1/11,23.43,78.92,16.96,9.1,Clay,41.57
2023/1/12,34.14,39.04,1.18,7.76,Clay,25.02
2023/1/13,20.58,52.4,16.97,11.39,Clay,39.96
2023/1/14,32.31,70.06,7.64,16.9,Loam,30.81
2023/1/15,16.42,62.57,16.77,15.6,Clay,43.05
2023/1/16,33.31,40.52,5.2,14.03,Clay,38.22
2023/1/17,24.43,61.92,16.4,3.14,Loam,30.27
2023/1/18,34.31,59.53,8.86,17.68,Loam,33.1
2023/1/19,26.43,68.02,3.18,19.77,Clay,34.17
2023/1/20,19.19,57.21,10.11,17.86,Sandy,28.47
2023/1/21,24.05,47.76,5.64,6.59,Loam,33.77
2023/1/22,30.92,73.79,17.1,11.67,Loam,25.3
2023/1/23,26.07,72.4,2.02,19.49,Sandy,27.06
2023/1/24,27.68,32.58,15.28,16.96,Loam,26.52
2023/1/25,19.87,36.68,13.98,14.86,Sandy,43.43
2023/1/26,31.63,77.4,17.4,16.06,Clay,25.11
2023/1/27,25.84,60.59,19.12,3.36,Loam,31.55
2023/1/28,18.19,88.1,16.89,16.32,Sandy,43.07
2023/1/29,27.42,77.94,15.34,10.98,Loam,27.08
2023/1/30,18.6,49.35,12.97,6.77,Sandy,38.12
2023/1/31,32.74,58.07,19.7,15.54,Loam,33.29
2023/2/1,15.12,73.63,2.44,10.08,Loam,34.68
2023/2/2,34.2,34.21,6.99,7.23,Sandy,37.69
2023/2/3,18.78,63.77,18.2,12.25,Sandy,41.1
2023/2/4,16.49,56.77,19.36,18.66,Loam,36.1
2023/2/5,17.59,84.54,17.66,16.56,Sandy,26.87
2023/2/6,28.34,56.33,11.06,19.72,Clay,43.1
2023/2/7,32.9,82.28,15.61,11.83,Clay,33.61
2023/2/8,17.86,50.87,5.35,4.87,Clay,40.74
2023/2/9,20.79,65.46,9.63,17.48,Clay,44.92
2023/2/10,15.2,42.41,1.56,6.24,Clay,35.38
2023/2/11,34.45,46.82,0.85,11.11,Loam,32.4
2023/2/12,31.79,61.04,14.08,9.81,Loam,37.63
2023/2/13,20.31,44.66,11.15,18.24,Clay,33.44
2023/2/14,33.29,37.22,14.56,9.45,Sandy,32.39
2023/2/15,16.62,84.8,19.43,8.42,Loam,36.05
2023/2/16,18.58,85.92,15.22,4.35,Loam,39.08
2023/2/17,21.3,73.61,17.86,6.57,Loam,30.82
2023/2/18,28.24,50.54,3.78,18.16,Clay,30.27
2023/2/19,15.78,44.29,8.39,9.98,Loam,25.67
2023/2/20,15.23,45.07,19.6,5.28,Loam,27.66
2023/2/21,17.45,85.94,15.21,14.2,Clay,43.54
2023/2/22,17.38,67.63,18.88,10.92,Clay,36.33
2023/2/23,25.58,37.25,11.73,10.38,Sandy,42.52
2023/2/24,25.58,39.89,10.29,17.8,Sandy,44.13
2023/2/25,28.38,47.47,14.21,14,Clay,36.23
2023/2/26,21.2,45.64,9.01,19.39,Clay,31.57
2023/2/27,15.08,49.24,7.79,14.24,Sandy,43.66
2023/2/28,28.47,77.73,18.44,11.49,Clay,37.28
2023/3/1,20.68,89.46,1.68,6.58,Sandy,39.25
2023/3/2,16.3,60.21,14.79,7.27,Loam,26.96
2023/3/3,25.85,70.21,7.8,9.48,Loam,33.43
2023/3/4,21.5,67.3,18.84,11.44,Clay,42.1
2023/3/5,15.2,83.24,10.01,8.95,Sandy,26.2
2023/3/6,18.83,88.05,8.35,3.88,Loam,39.1
2023/3/7,19.04,65.31,16.07,13.83,Clay,40.46
2023/3/8,29.64,31.95,13.84,7.19,Clay,26.81
2023/3/9,15.47,48.81,6.53,4.8,Clay,40.78
2023/3/10,25.18,64.13,0.57,9.2,Clay,41.81
2023/3/11,25.58,74.31,1.05,17.22,Loam,36.64
2023/3/12,21.17,53.35,3.97,18,Clay,41.82
2023/3/13,29.09,63.45,11.14,8.19,Loam,30.18
2023/3/14,23.71,88.3,12.56,18.62,Clay,27.19
2023/3/15,20.41,81.15,4.95,10.1,Sandy,43.86
2023/3/16,24.13,34.12,11.65,15.79,Clay,34.02
2023/3/17,16.11,58.68,0.72,4.95,Loam,29.55
2023/3/18,21.7,33.94,6.23,6.85,Sandy,35.24
2023/3/19,26.06,32.76,18.65,10.49,Sandy,42.71
2023/3/20,33.94,63.06,4.19,5.05,Loam,41.46
2023/3/21,15.09,63.81,6.76,5.44,Sandy,40.94
2023/3/22,27.76,52.37,6.16,3.22,Loam,36.15
2023/3/23,23.24,83.47,18.81,11.59,Loam,39.42
2023/3/24,27.45,79.5,5.32,14.7,Clay,26.13
2023/3/25,26.82,67.92,6.6,5.45,Sandy,31.95
2023/3/26,24.44,63.95,16.85,12.27,Sandy,43.7
2023/3/27,34.18,35.13,2.66,5.04,Clay,39.71
2023/3/28,19.64,32.34,10.4,12.9,Clay,30.55
2023/3/29,21.07,51.34,1.16,18.8,Clay,32.84
2023/3/30,16.96,77.49,2.06,15.87,Loam,42.81
2023/3/31,25.87,77.28,7.15,17.59,Clay,36.3
2023/4/1,18.17,51.13,19.21,19.97,Loam,28.28
2023/4/2,29.43,74.22,5.88,14.83,Clay,35.52
2023/4/3,31.73,70.87,14.82,7.88,Sandy,41.84
2023/4/4,18.48,73.79,11.13,7.59,Loam,40.73
